id_produit,cree_le,categorie,colisage fardeau,colisage palette,volume pcs (m3),Is_Gerbable,quantite
31554,2025-09-09 09:31:00,EVOLUTION,100,2600,0.037,False,3000
31549,2025-09-09 09:31:00,EVOLUTION,100,2800,0.037,False,500
31565,2025-09-09 09:31:00,EVOLUTION,100,1700,0.037,False,1500
32086,2025-09-09 09:31:00,TABLEAUX DISTRIBUTION,6,3000,0.032,True,120
31594,2025-11-10 08:46:22,EVOLUTION PLUS,100,1400,0.034,False,100
35576,2025-11-10 08:46:22,ICON,100,1800,0.041,False,300
31724,2025-11-10 08:46:22,MONO ACCESSOIRES,120,2600,0.034,True,240
34888,2025-11-10 08:46:22,ICON,50,3000,0.041,False,50
31730,2025-11-10 08:46:22,MONO ACCESSOIRES,60,3000,0.034,True,180
31731,2025-11-10 08:46:22,MONO ACCESSOIRES,100,2200,0.034,True,200
31734,2025-11-10 08:46:22,MONO ACCESSOIRES,20,2800,0.034,True,60
38907,2025-11-10 08:46:22,TABLEAUX DISTRIBUTION,6,1900,0.027,True,12
38744,2025-11-10 08:46:22,TABLEAUX DISTRIBUTION,6,2200,0.032,True,12
36155,2025-11-10 08:46:22,TABLEAUX DISTRIBUTION,3,2100,0.05,True,6
36498,2025-11-10 08:46:22,TABLEAUX DISTRIBUTION,3,2800,0.05,True,6
44489,2025-11-10 08:46:22,ICON,80,2200,0.041,False,400
31564,2025-11-10 08:46:22,EVOLUTION,50,2600,0.037,False,50
41173,2025-11-10 08:46:22,ICON,50,1900,0.041,False,50
31725,2025-11-10 08:46:22,MONO ACCESSOIRES,150,2900,0.034,True,300
44486,2025-11-10 08:46:22,ICON,80,1900,0.041,False,400
31754,2025-11-11 13:17:18,MONO ACCESSOIRES,200,1500,0.038,True,200
31565,2025-11-12 08:41:10,EVOLUTION,100,1700,0.037,False,1200
31549,2025-11-12 08:41:10,EVOLUTION,100,2800,0.037,False,500
31569,2025-11-12 08:41:10,EVOLUTION,100,1100,0.037,False,500
31543,2025-11-12 08:41:10,EVOLUTION,100,2000,0.037,False,300
31554,2025-11-12 08:41:10,EVOLUTION,100,2600,0.037,False,1500
44486,2025-11-12 08:41:10,ICON,80,1900,0.041,False,560
32086,2025-11-12 08:41:10,TABLEAUX DISTRIBUTION,6,3000,0.032,True,30
35576,2025-11-12 08:41:10,ICON,100,1800,0.041,False,100
35574,2025-11-12 08:41:10,ICON,100,2400,0.041,False,100
34016,2025-11-12 08:41:10,ICON,100,1100,0.041,False,200
35584,2025-11-12 08:41:10,ICON,100,2100,0.041,False,100
34015,2025-11-12 08:41:10,ICON,100,1100,0.041,False,200
35585,2025-11-12 08:41:10,ICON,100,2400,0.041,False,100
31584,2025-11-12 08:41:10,EVOLUTION PLUS,100,1700,0.034,False,100
31731,2025-11-12 08:41:10,MONO ACCESSOIRES,100,2200,0.034,True,100
31730,2025-11-12 08:41:10,MONO ACCESSOIRES,60,3000,0.034,True,60
32085,2025-11-12 13:04:08,TABLEAUX DISTRIBUTION,6,2500,0.027,True,18
32079,2025-11-12 13:04:08,TABLEAUX DISTRIBUTION,6,1500,0.027,True,12
38744,2025-11-12 13:04:08,TABLEAUX DISTRIBUTION,6,2200,0.032,True,12
32081,2025-11-12 13:04:08,TABLEAUX DISTRIBUTION,6,2900,0.034,True,12
32087,2025-11-12 13:04:08,TABLEAUX DISTRIBUTION,6,2800,0.034,True,30
32088,2025-11-12 13:04:08,TABLEAUX DISTRIBUTION,3,3000,0.02,True,21
35585,2025-11-12 13:04:08,ICON,100,2400,0.041,False,300
35574,2025-11-12 13:04:08,ICON,100,2400,0.041,False,200
34406,2025-11-12 13:04:08,ICON,50,1500,0.041,False,50
34015,2025-11-12 13:04:08,ICON,100,1100,0.041,False,200
31987,2025-11-12 13:04:08,OBERON,10,1200,0.041,False,20
31462,2025-11-12 13:04:08,DISPINA,100,1100,0.037,False,100
31466,2025-11-12 13:04:08,DISPINA,50,1400,0.037,False,50
31472,2025-11-12 13:04:08,DISPINA,50,1100,0.037,False,50
31464,2025-11-12 13:04:08,DISPINA,50,2300,0.037,False,100
31587,2025-11-12 13:04:08,EVOLUTION PLUS,100,1500,0.034,False,100
31595,2025-11-12 13:04:08,EVOLUTION PLUS,100,1200,0.037,False,100
31574,2025-11-12 13:04:08,EVOLUTION PLUS,100,2300,0.034,False,100
31600,2025-11-12 13:04:08,EVOLUTION PLUS,100,2700,0.037,False,100
31731,2025-11-12 13:04:08,MONO ACCESSOIRES,100,2200,0.034,True,100
31730,2025-11-12 13:04:08,MONO ACCESSOIRES,60,3000,0.034,True,60
31554,2025-11-12 13:04:08,EVOLUTION,100,2600,0.037,False,200
31552,2025-11-12 13:04:08,EVOLUTION,80,2500,0.037,False,80
31551,2025-11-12 13:04:08,EVOLUTION,100,1500,0.037,False,100
31557,2025-09-13 12:30:52,EVOLUTION,100,1800,0.037,False,500
31985,2025-09-13 12:30:52,OBERON,80,2300,0.041,False,80
31986,2025-09-13 12:30:52,OBERON,160,1400,0.041,False,160
32077,2025-09-13 12:30:52,TABLEAUX DISTRIBUTION,42,1300,0.05,True,42
31665,2025-09-13 12:30:52,LARISSA,40,1300,0.041,True,120
35596,2025-09-13 12:30:52,ICON,60,2900,0.041,False,60
35597,2025-09-13 12:30:52,ICON,32,1500,0.041,False,32
31549,2025-09-13 12:30:52,EVOLUTION,100,2800,0.037,False,200
31569,2025-09-13 12:30:52,EVOLUTION,100,1100,0.037,False,100
31647,2025-09-13 12:30:52,LARISSA,200,1900,0.041,False,600
31554,2025-09-13 12:30:52,EVOLUTION,100,2600,0.037,False,300
31725,2025-09-13 12:30:52,MONO ACCESSOIRES,150,2900,0.034,True,300
31766,2025-09-13 12:30:52,MOULURE,80,3000,0.0032,False,160
34016,2025-09-13 12:30:52,ICON,100,1100,0.041,False,100
34018,2025-09-13 12:30:52,ICON,100,1800,0.041,False,100
34013,2025-09-13 12:30:52,ICON,100,3000,0.041,False,200
34019,2025-09-13 12:30:52,ICON,100,2400,0.041,False,100
35584,2025-09-13 12:30:52,ICON,100,2100,0.041,False,100
35585,2025-09-13 12:30:52,ICON,100,2400,0.041,False,600
35576,2025-09-13 12:30:52,ICON,100,1800,0.041,False,200
35586,2025-09-13 12:30:52,ICON,100,1400,0.041,False,100
31688,2025-09-13 12:30:52,LARISSA,100,1900,0.041,True,800
31687,2025-09-13 12:30:52,LARISSA,100,2800,0.041,True,100
31698,2025-09-13 12:30:52,LARISSA,100,1400,0.041,True,200
31706,2025-09-13 12:30:52,LARISSA,100,1900,0.041,True,100
31993,2025-09-13 12:30:52,OBERON,100,2300,0.041,False,200
31584,2025-09-13 12:30:52,EVOLUTION PLUS,100,1700,0.034,False,100
31587,2025-09-13 12:30:52,EVOLUTION PLUS,100,1500,0.034,False,200
39907,2025-09-13 12:30:52,SPOT,40,3000,0.06,False,40
31779,2025-09-13 12:30:52,SPOT,90,2300,0.022,True,90
32080,2025-09-13 12:30:52,TABLEAUX DISTRIBUTION,6,1000,0.032,True,12
32084,2025-09-13 12:30:52,TABLEAUX DISTRIBUTION,6,2500,0.02,True,18
32085,2025-09-13 12:30:52,TABLEAUX DISTRIBUTION,6,2500,0.027,True,18
32124,2025-09-13 12:30:52,SPOT,90,2700,0.05,True,90
31987,2025-09-13 12:30:52,OBERON,10,1200,0.041,False,10
34392,2025-09-13 12:30:52,ICON,80,2200,0.041,False,80
31666,2025-09-13 12:30:52,LARISSA,20,1300,0.041,True,120
31661,2025-09-13 12:30:52,LARISSA,200,2100,0.041,True,1200
31662,2025-09-13 12:30:52,LARISSA,200,1400,0.041,True,1000
31543,2025-09-13 12:30:52,EVOLUTION,100,2000,0.037,False,200
31565,2025-09-13 12:30:52,EVOLUTION,100,1700,0.037,False,500
31729,2025-09-13 12:30:52,MONO ACCESSOIRES,150,1500,0.034,True,150
31769,2025-09-13 12:30:52,MOULURE,28,2400,0.0048,False,84
34015,2025-09-13 12:30:52,ICON,100,1100,0.041,False,600
34015,2025-09-13 12:30:52,ICON,100,1100,0.041,False,200
34014,2025-09-13 12:30:52,ICON,100,3000,0.041,False,200
34017,2025-09-13 12:30:52,ICON,100,1500,0.041,False,100
35578,2025-09-13 12:30:52,ICON,100,2600,0.041,False,200
35574,2025-09-13 12:30:52,ICON,100,2400,0.041,False,200
35580,2025-09-13 12:30:52,ICON,100,2600,0.041,False,200
31678,2025-09-13 12:30:52,LARISSA,60,2700,0.041,True,60
31663,2025-09-13 12:30:52,LARISSA,100,2000,0.041,True,100
31995,2025-09-13 12:30:52,OBERON,100,2200,0.041,False,100
31994,2025-09-13 12:30:52,OBERON,100,2400,0.041,False,300
39906,2025-09-13 12:30:52,SPOT,60,2600,0.05,False,60
32079,2025-09-13 12:30:52,TABLEAUX DISTRIBUTION,6,1500,0.027,True,12
32082,2025-09-13 12:30:52,TABLEAUX DISTRIBUTION,3,1400,0.05,True,6
32089,2025-09-13 12:30:52,TABLEAUX DISTRIBUTION,3,1600,0.02,True,6
31724,2025-10-12 09:44:45,MONO ACCESSOIRES,120,2600,0.034,True,240
31461,2025-10-12 09:44:45,DISPINA,100,1600,0.037,False,100
31734,2025-10-12 09:44:45,MONO ACCESSOIRES,20,2800,0.034,True,40
31565,2025-10-12 09:44:45,EVOLUTION,100,1700,0.037,False,500
32086,2025-10-12 09:44:45,TABLEAUX DISTRIBUTION,6,3000,0.032,True,36
31569,2025-10-12 09:44:45,EVOLUTION,100,1100,0.037,False,100
31552,2025-10-12 09:44:45,EVOLUTION,80,2500,0.037,False,80
31557,2025-10-12 09:44:45,EVOLUTION,100,1800,0.037,False,100
31993,2025-10-12 09:44:45,OBERON,100,2300,0.041,False,300
31732,2025-10-12 09:44:45,MONO ACCESSOIRES,200,1300,0.034,True,800
31729,2025-10-12 09:44:45,MONO ACCESSOIRES,150,1500,0.034,True,150
31543,2025-10-12 09:44:45,EVOLUTION,100,2000,0.037,False,100
32088,2025-10-12 09:44:45,TABLEAUX DISTRIBUTION,3,3000,0.02,True,18
31551,2025-10-12 09:44:45,EVOLUTION,100,1500,0.037,False,100
31558,2025-10-12 09:44:45,EVOLUTION,100,1900,0.037,False,100
31995,2025-10-12 09:44:45,OBERON,100,2200,0.041,False,200
31994,2025-10-12 09:44:45,OBERON,100,2400,0.041,False,100
31723,2025-10-12 09:44:45,MONO ACCESSOIRES,200,3000,0.025,True,400
31725,2025-10-12 09:44:45,MONO ACCESSOIRES,150,2900,0.034,True,600
35596,2025-10-28 09:24:20,ICON,60,2900,0.041,False,120
31586,2025-10-28 09:24:20,EVOLUTION PLUS,100,1900,0.034,False,200
32089,2025-10-28 09:24:20,TABLEAUX DISTRIBUTION,3,1600,0.02,True,15
32084,2025-10-28 09:24:20,TABLEAUX DISTRIBUTION,6,2500,0.02,True,6
32082,2025-11-04 09:35:13,TABLEAUX DISTRIBUTION,3,1400,0.05,True,6
32083,2025-11-04 09:35:13,TABLEAUX DISTRIBUTION,3,2800,0.02,True,6
44156,2025-11-04 09:35:13,TABLEAUX DISTRIBUTION,3,1700,0.05,True,6
32088,2025-11-04 09:35:13,TABLEAUX DISTRIBUTION,3,3000,0.02,True,9
44489,2025-11-04 09:35:13,ICON,80,2200,0.041,False,80
32087,2025-11-04 09:35:13,TABLEAUX DISTRIBUTION,6,2800,0.034,True,12
44490,2025-11-04 09:35:13,ICON,60,2900,0.041,False,120
35585,2025-11-09 08:53:31,ICON,100,2400,0.041,False,0
35574,2025-11-09 08:53:31,ICON,100,2400,0.041,False,0
35595,2025-11-09 08:53:31,ICON,80,2100,0.041,False,0
35580,2025-11-09 08:53:31,ICON,100,2600,0.041,False,0
35840,2025-11-09 08:53:31,MINI DISJONCTEUR,60,1900,0.026,False,0
31373,2025-11-09 08:53:31,MINI DISJONCTEUR,120,3000,0.026,False,0
39031,2025-11-09 08:53:31,MINI DISJONCTEUR,120,2300,0.026,False,0
35996,2025-11-09 08:54:03,DPN,100,1100,0.026,False,500
32083,2025-11-09 08:54:14,TABLEAUX DISTRIBUTION,3,2800,0.02,True,6
31493,2025-11-09 08:54:14,DISPINA METALIC,120,2100,0.037,True,360
31473,2025-11-09 14:00:31,DISPINA,100,1100,0.037,False,0
31437,2025-11-09 14:00:31,DISPINA,100,1000,0.037,True,0
31463,2025-11-09 14:00:31,DISPINA,100,3000,0.037,False,0
31449,2025-11-09 14:00:31,DISPINA,100,1600,0.037,True,0
31462,2025-11-09 14:00:31,DISPINA,100,1100,0.037,False,0
31543,2025-09-22 13:08:35,EVOLUTION,100,2000,0.037,False,500
31549,2025-09-22 13:08:35,EVOLUTION,100,2800,0.037,False,2000
31554,2025-09-22 13:08:35,EVOLUTION,100,2600,0.037,False,10000
31557,2025-09-22 13:08:35,EVOLUTION,100,1800,0.037,False,4000
31564,2025-09-22 13:08:35,EVOLUTION,50,2600,0.037,False,700
31565,2025-09-22 13:08:35,EVOLUTION,100,1700,0.037,False,3000
31560,2025-09-22 13:08:35,EVOLUTION,100,2000,0.037,False,200
31556,2025-09-22 13:08:35,EVOLUTION,100,2100,0.037,False,500
31569,2025-09-22 13:08:35,EVOLUTION,100,1100,0.037,False,200
34018,2025-09-22 13:08:35,ICON,100,1800,0.041,False,100
34014,2025-09-22 13:08:35,ICON,100,3000,0.041,False,300
34016,2025-09-22 13:08:35,ICON,100,1100,0.041,False,1000
34015,2025-09-22 13:08:35,ICON,100,1100,0.041,False,500
34013,2025-09-22 13:08:35,ICON,100,3000,0.041,False,300
34017,2025-09-22 13:08:35,ICON,100,1500,0.041,False,300
34392,2025-09-22 13:08:35,ICON,80,2200,0.041,False,400
34393,2025-09-22 13:08:35,ICON,60,2100,0.041,False,180
34393,2025-09-22 13:08:35,ICON,60,2100,0.041,False,120
34394,2025-09-22 13:08:35,ICON,32,2900,0.041,False,64
35578,2025-09-22 13:08:35,ICON,100,2600,0.041,False,200
35584,2025-09-22 13:08:35,ICON,100,2100,0.041,False,1000
35585,2025-09-22 13:08:35,ICON,100,2400,0.041,False,500
35574,2025-09-22 13:08:35,ICON,100,2400,0.041,False,400
35586,2025-09-22 13:08:35,ICON,100,1400,0.041,False,300
35580,2025-09-22 13:08:35,ICON,100,2600,0.041,False,300
35595,2025-09-22 13:08:35,ICON,80,2100,0.041,False,240
35595,2025-09-22 13:08:35,ICON,80,2100,0.041,False,160
35596,2025-09-22 13:08:35,ICON,60,2900,0.041,False,300
35597,2025-09-22 13:08:35,ICON,32,1500,0.041,False,64
31674,2025-09-22 13:08:35,LARISSA,100,2500,0.041,True,200
31688,2025-09-22 13:08:35,LARISSA,100,1900,0.041,True,500
31691,2025-09-22 13:08:35,LARISSA,50,2100,0.041,True,50
31687,2025-09-22 13:08:35,LARISSA,100,2800,0.041,True,200
31665,2025-09-22 13:08:35,LARISSA,40,1300,0.041,True,400
31667,2025-09-22 13:08:35,LARISSA,20,1900,0.041,True,20
31661,2025-09-22 13:08:35,LARISSA,200,2100,0.041,True,2000
31647,2025-09-22 13:08:35,LARISSA,200,1900,0.041,False,600
36155,2025-09-22 13:08:35,TABLEAUX DISTRIBUTION,3,2100,0.05,True,6
32076,2025-09-22 13:08:35,TABLEAUX DISTRIBUTION,60,1800,0.025,True,300
31723,2025-09-22 13:08:35,MONO ACCESSOIRES,200,3000,0.025,True,3000
31584,2025-09-22 13:08:35,EVOLUTION PLUS,100,1700,0.034,False,1500
31587,2025-09-22 13:08:35,EVOLUTION PLUS,100,1500,0.034,False,1000
31338,2025-09-22 13:08:35,MOULURE,60,1300,0.000125,True,600
31551,2025-09-22 13:08:35,EVOLUTION,100,1500,0.037,False,1000
31663,2025-09-22 13:08:35,LARISSA,100,2000,0.041,True,100
31686,2025-09-22 13:08:35,LARISSA,100,1800,0.041,True,1000
31698,2025-09-22 13:08:35,LARISSA,100,1400,0.041,True,500
31706,2025-09-22 13:08:35,LARISSA,100,1900,0.041,True,300
31666,2025-09-22 13:08:35,LARISSA,20,1300,0.041,True,200
31662,2025-09-22 13:08:35,LARISSA,200,1400,0.041,True,1000
31986,2025-09-22 13:08:35,OBERON,160,1400,0.041,False,2400
32089,2025-09-22 13:08:35,TABLEAUX DISTRIBUTION,3,1600,0.02,True,15
31732,2025-09-22 13:08:35,MONO ACCESSOIRES,200,1300,0.034,True,3000
31334,2025-09-22 13:08:35,MOULURE,32,1600,0.0002,True,160
36081,2025-11-10 14:28:48,MINI DISJONCTEUR,60,2900,0.026,False,0
44012,2025-11-10 14:28:48,DISJONCTEUR,200,1400,0.038,False,0
31482,2025-11-10 14:28:48,DISPINA,100,1000,0.037,False,0
31441,2025-11-10 14:28:48,DISPINA,20,2000,0.037,True,0
31440,2025-11-10 14:28:48,DISPINA,40,1200,0.037,True,0
31723,2025-11-10 14:28:48,MONO ACCESSOIRES,200,3000,0.025,True,0
31473,2025-11-10 14:28:48,DISPINA,100,1100,0.037,False,0
32002,2025-11-10 14:28:48,OCTANS,90,1000,0.041,False,0
31475,2025-11-10 14:28:48,DISPINA,50,2500,0.037,False,0
35996,2025-11-10 14:28:48,DPN,100,1100,0.026,False,0
35997,2025-11-10 14:28:48,DPN,100,2900,0.026,False,0
32076,2025-10-16 09:57:07,TABLEAUX DISTRIBUTION,60,1800,0.025,True,60
32077,2025-10-16 09:57:07,TABLEAUX DISTRIBUTION,42,1300,0.05,True,42
31726,2025-10-16 09:57:07,MONO ACCESSOIRES,120,1400,0.034,True,120
34394,2025-10-16 09:57:07,ICON,32,2900,0.041,False,32
34392,2025-10-16 09:57:07,ICON,80,2200,0.041,False,160
34403,2025-10-16 09:57:07,ICON,100,2600,0.041,False,100
34018,2025-10-16 09:57:07,ICON,100,1800,0.041,False,100
34014,2025-10-16 09:57:07,ICON,100,3000,0.041,False,200
32080,2025-10-16 09:57:07,TABLEAUX DISTRIBUTION,6,1000,0.032,True,12
32082,2025-10-16 09:57:07,TABLEAUX DISTRIBUTION,3,1400,0.05,True,6
31796,2025-11-10 08:48:04,MODULE,60,1100,0.037,True,60
31799,2025-11-10 08:48:04,MODULE,60,1000,0.037,True,60
32002,2025-11-10 08:48:04,OCTANS,90,1000,0.041,False,180
32085,2025-11-10 08:48:04,TABLEAUX DISTRIBUTION,6,2500,0.027,True,18
36155,2025-11-10 08:48:04,TABLEAUX DISTRIBUTION,3,2100,0.05,True,6
35584,2025-11-10 08:48:04,ICON,100,2100,0.041,False,400
35576,2025-11-10 08:48:04,ICON,100,1800,0.041,False,100
31766,2025-11-10 08:48:04,MOULURE,80,3000,0.0032,False,160
31763,2025-11-10 08:48:04,MOULURE,52,1300,0.00125,False,104
31762,2025-11-10 08:48:04,MOULURE,90,2400,0.0008,False,180
36658,2025-11-10 08:48:04,TABLEAUX DISTRIBUTION,6,2500,0.034,True,18
31773,2025-11-10 08:48:04,MOULURE,88,1400,0.0008,False,88
34016,2025-11-10 08:48:04,ICON,100,1100,0.041,False,200
31565,2025-11-10 08:48:04,EVOLUTION,100,1700,0.037,False,200
32086,2025-11-10 08:48:04,TABLEAUX DISTRIBUTION,6,3000,0.032,True,24
31730,2025-11-10 08:48:04,MONO ACCESSOIRES,60,3000,0.034,True,60
31731,2025-11-10 08:48:04,MONO ACCESSOIRES,100,2200,0.034,True,100
31821,2025-11-10 08:48:04,MODULE,60,2600,0.037,True,60
31994,2025-11-10 08:48:04,OBERON,100,2400,0.041,False,200
31986,2025-11-10 08:48:04,OBERON,160,1400,0.041,False,160
31985,2025-11-10 08:48:04,OBERON,80,2300,0.041,False,80
31594,2025-11-10 08:48:04,EVOLUTION PLUS,100,1400,0.034,False,100
32087,2025-11-10 08:48:04,TABLEAUX DISTRIBUTION,6,2800,0.034,True,18
32088,2025-11-10 08:48:04,TABLEAUX DISTRIBUTION,3,3000,0.02,True,12
32089,2025-11-10 08:48:04,TABLEAUX DISTRIBUTION,3,1600,0.02,True,9
31509,2025-11-10 08:48:04,DISPINA METALIC,120,2300,0.037,False,360
35574,2025-11-10 08:48:04,ICON,100,2400,0.041,False,100
31584,2025-11-10 08:48:04,EVOLUTION PLUS,100,1700,0.034,False,100
31761,2025-11-10 08:48:04,MOULURE,150,1000,0.000512,False,300
32077,2025-11-10 08:48:04,TABLEAUX DISTRIBUTION,42,1300,0.05,True,84
31772,2025-11-10 08:48:04,MOULURE,130,1300,0.000512,False,130
35585,2025-11-10 08:48:04,ICON,100,2400,0.041,False,200
31557,2025-11-10 08:48:04,EVOLUTION,100,1800,0.037,False,100
31554,2025-11-10 08:48:04,EVOLUTION,100,2600,0.037,False,300
31734,2025-11-10 08:48:04,MONO ACCESSOIRES,20,2800,0.034,True,40
31952,2025-11-10 08:48:04,MODULE,60,1500,0.037,False,60
31993,2025-11-10 08:48:04,OBERON,100,2300,0.041,False,200
31995,2025-11-10 08:48:04,OBERON,100,2200,0.041,False,200
35912,2025-09-17 08:25:46,MINI DISJONCTEUR,60,1700,0.026,False,60
32086,2025-10-12 09:45:04,TABLEAUX DISTRIBUTION,6,3000,0.032,True,6
31463,2025-10-12 09:45:04,DISPINA,100,3000,0.037,False,100
31461,2025-10-12 09:45:04,DISPINA,100,1600,0.037,False,100
31462,2025-10-12 09:45:04,DISPINA,100,1100,0.037,False,100
44156,2025-10-12 09:45:04,TABLEAUX DISTRIBUTION,3,1700,0.05,True,6
32085,2025-10-12 09:45:04,TABLEAUX DISTRIBUTION,6,2500,0.027,True,12
32088,2025-10-12 09:45:04,TABLEAUX DISTRIBUTION,3,3000,0.02,True,30
31473,2025-10-12 09:45:04,DISPINA,100,1100,0.037,False,100
34392,2025-10-12 09:45:04,ICON,80,2200,0.041,False,160
32084,2025-10-12 09:45:04,TABLEAUX DISTRIBUTION,6,2500,0.02,True,12
44156,2025-11-04 08:50:12,TABLEAUX DISTRIBUTION,3,1700,0.05,True,30
44657,2025-11-04 08:50:12,TABLEAUX DISTRIBUTION,3,1100,0.05,True,30
44486,2025-11-04 08:50:12,ICON,80,1900,0.041,False,160
44490,2025-11-04 08:50:12,ICON,60,2900,0.041,False,120
44489,2025-11-04 08:50:12,ICON,80,2200,0.041,False,160
44485,2025-11-04 08:50:12,ICON,60,2100,0.041,False,120
31725,2025-11-04 09:37:22,MONO ACCESSOIRES,150,2900,0.034,True,3000
32087,2025-11-10 13:42:29,TABLEAUX DISTRIBUTION,6,2800,0.034,True,30
32089,2025-11-10 13:42:29,TABLEAUX DISTRIBUTION,3,1600,0.02,True,30
32079,2025-11-10 13:42:29,TABLEAUX DISTRIBUTION,6,1500,0.027,True,12
31732,2025-11-10 13:42:29,MONO ACCESSOIRES,200,1300,0.034,True,2000
31584,2025-11-10 13:42:29,EVOLUTION PLUS,100,1700,0.034,False,200
31554,2025-11-10 13:42:29,EVOLUTION,100,2600,0.037,False,1500
31731,2025-11-10 13:42:29,MONO ACCESSOIRES,100,2200,0.034,True,200
34015,2025-11-10 13:42:29,ICON,100,1100,0.041,False,100
34013,2025-11-10 13:42:29,ICON,100,3000,0.041,False,100
31986,2025-11-10 13:42:29,OBERON,160,1400,0.041,False,960
32085,2025-11-10 13:42:29,TABLEAUX DISTRIBUTION,6,2500,0.027,True,30
32080,2025-11-10 13:42:29,TABLEAUX DISTRIBUTION,6,1000,0.032,True,18
32084,2025-11-10 13:42:29,TABLEAUX DISTRIBUTION,6,2500,0.02,True,30
31543,2025-11-10 13:42:29,EVOLUTION,100,2000,0.037,False,200
31729,2025-11-10 13:42:29,MONO ACCESSOIRES,150,1500,0.034,True,150
35585,2025-11-10 13:42:29,ICON,100,2400,0.041,False,100
34016,2025-11-10 13:42:29,ICON,100,1100,0.041,False,100
31985,2025-11-10 13:42:29,OBERON,80,2300,0.041,False,400
31995,2025-11-10 13:42:29,OBERON,100,2200,0.041,False,100
31759,2025-11-11 14:04:13,MOULURE,20,1900,0.08,False,0
31334,2025-11-11 14:04:13,MOULURE,32,1600,0.0002,True,0
31335,2025-11-11 14:04:13,MOULURE,32,2100,0.00025,True,0
31336,2025-11-11 14:04:13,MOULURE,32,2300,0.00025,True,0
31337,2025-11-11 14:04:13,MOULURE,20,1000,0.00025,True,0
31338,2025-11-11 14:04:13,MOULURE,60,1300,0.000125,True,0
31866,2025-11-12 13:29:19,MODULE,60,2900,0.037,True,0
31860,2025-11-12 13:29:19,MODULE,60,2100,0.037,True,0
31493,2025-11-12 13:29:19,DISPINA METALIC,120,2100,0.037,True,0
31473,2025-11-12 13:29:19,DISPINA,100,1100,0.037,False,0
31463,2025-11-12 13:29:19,DISPINA,100,3000,0.037,False,0
42663,2025-11-12 13:29:19,LAMPE LED MONO,100,1200,0.022,False,0
37145,2025-11-12 13:29:19,LAMPE LED MONO,50,1200,0.032,True,0
31446,2025-11-12 13:29:19,DISPINA,100,1300,0.037,True,0
32087,2025-11-13 08:43:03,TABLEAUX DISTRIBUTION,6,2800,0.034,True,6
31725,2025-11-13 08:43:03,MONO ACCESSOIRES,150,2900,0.034,True,150
31557,2025-11-13 08:43:03,EVOLUTION,100,1800,0.037,False,100
31554,2025-11-13 08:43:03,EVOLUTION,100,2600,0.037,False,100
34015,2025-11-13 08:43:03,ICON,100,1100,0.041,False,0
31595,2025-09-24 09:49:44,EVOLUTION PLUS,100,1200,0.037,False,0
31587,2025-09-24 09:49:44,EVOLUTION PLUS,100,1500,0.034,False,0
31584,2025-09-24 09:49:44,EVOLUTION PLUS,100,1700,0.034,False,0
31579,2025-09-24 09:49:44,EVOLUTION PLUS,100,2200,0.034,False,0
31586,2025-09-24 09:49:44,EVOLUTION PLUS,100,1900,0.034,False,0
31589,2025-09-24 09:49:44,EVOLUTION PLUS,100,1200,0.034,False,0
31600,2025-09-24 09:49:44,EVOLUTION PLUS,100,2700,0.037,False,0
31574,2025-09-24 09:49:44,EVOLUTION PLUS,100,2300,0.034,False,0
31594,2025-09-24 09:49:44,EVOLUTION PLUS,100,1400,0.034,False,0
31577,2025-09-24 09:49:44,EVOLUTION PLUS,100,1400,0.034,False,0
31588,2025-09-24 09:49:44,EVOLUTION PLUS,100,2700,0.034,False,0
31591,2025-09-24 09:49:44,EVOLUTION PLUS,100,1600,0.034,False,0
31596,2025-09-24 09:49:44,EVOLUTION PLUS,100,2200,0.037,False,0
31601,2025-09-24 09:49:44,EVOLUTION PLUS,100,1800,0.037,False,0
31580,2025-09-24 09:49:44,EVOLUTION PLUS,100,1900,0.034,False,0
31583,2025-09-24 09:49:44,EVOLUTION PLUS,100,1800,0.034,False,0
31575,2025-09-24 09:49:44,EVOLUTION PLUS,100,2500,0.034,False,0
34392,2025-10-23 12:40:55,ICON,80,2200,0.041,False,160
34392,2025-10-23 12:40:55,ICON,80,2200,0.041,False,160
34392,2025-10-23 12:40:55,ICON,80,2200,0.041,False,480
34015,2025-10-23 12:40:55,ICON,100,1100,0.041,False,5000
34016,2025-10-23 12:40:55,ICON,100,1100,0.041,False,2500
34013,2025-10-23 12:40:55,ICON,100,3000,0.041,False,2500
34017,2025-10-23 12:40:55,ICON,100,1500,0.041,False,1500
34408,2025-10-23 12:40:55,ICON,50,1000,0.041,False,500
34406,2025-10-23 12:40:55,ICON,50,1500,0.041,False,600
34406,2025-10-23 12:40:55,ICON,50,1500,0.041,False,400
34019,2025-10-23 12:40:55,ICON,100,2400,0.041,False,500
34403,2025-10-23 12:40:55,ICON,100,2600,0.041,False,1000
34402,2025-10-23 12:40:55,ICON,50,2500,0.041,False,500
34014,2025-10-23 12:40:55,ICON,100,3000,0.041,False,1500
34397,2025-10-23 12:40:55,ICON,50,1600,0.041,False,450
34391,2025-10-23 12:40:55,ICON,50,2700,0.041,False,450
34018,2025-10-23 12:40:55,ICON,100,1800,0.041,False,1500
34393,2025-10-23 12:40:55,ICON,60,2100,0.041,False,600
34394,2025-10-23 12:40:55,ICON,32,2900,0.041,False,320
34395,2025-10-23 12:40:55,ICON,32,1900,0.041,False,160
