source_floor,source_row,source_col,nearest_target,target_type,cost
4,27,32,EXH-000,exhibition,61
4,27,33,EXH-000,exhibition,61
4,27,34,EXH-000,exhibition,62
4,27,36,EXH-000,exhibition,64
4,27,37,EXH-000,exhibition,65
4,28,0,EXH-000,exhibition,90
4,28,2,EXH-000,exhibition,88
4,28,3,EXH-000,exhibition,87
4,28,5,EXH-000,exhibition,85
4,28,6,EXH-000,exhibition,84
4,28,7,EXH-000,exhibition,83
4,28,8,EXH-000,exhibition,82
4,28,9,EXH-000,exhibition,81
4,28,10,EXH-000,exhibition,80
4,28,11,EXH-000,exhibition,79
4,28,12,EXH-000,exhibition,78
4,28,13,EXH-000,exhibition,77
4,28,14,EXH-000,exhibition,76
4,28,15,EXH-000,exhibition,75
4,28,16,EXH-000,exhibition,74
4,28,18,EXH-000,exhibition,72
4,28,19,EXH-000,exhibition,71
4,28,20,EXH-000,exhibition,70
4,28,21,EXH-000,exhibition,69
4,28,22,EXH-000,exhibition,68
4,28,23,EXH-000,exhibition,67
4,28,24,EXH-000,exhibition,66
4,28,25,EXH-000,exhibition,65
4,28,26,EXH-000,exhibition,64
4,28,27,EXH-000,exhibition,63
4,28,28,EXH-000,exhibition,62
4,28,29,EXH-000,exhibition,62
4,28,31,EXH-000,exhibition,62
4,28,32,EXH-000,exhibition,62
4,28,33,EXH-000,exhibition,62
4,28,34,EXH-000,exhibition,63
4,28,36,EXH-000,exhibition,65
4,28,37,EXH-000,exhibition,66
4,29,0,EXH-000,exhibition,91
4,29,2,EXH-000,exhibition,89
4,29,3,EXH-000,exhibition,88
4,29,6,EXH-000,exhibition,85
4,29,7,EXH-000,exhibition,84
4,29,8,EXH-000,exhibition,83
4,29,9,EXH-000,exhibition,82
4,29,11,EXH-000,exhibition,80
4,29,12,EXH-000,exhibition,79
4,29,13,EXH-000,exhibition,78
4,29,14,EXH-000,exhibition,77
4,29,15,EXH-000,exhibition,76
4,29,18,EXH-000,exhibition,73
4,29,19,EXH-000,exhibition,72
4,29,20,EXH-000,exhibition,71
4,29,21,EXH-000,exhibition,70
4,29,22,EXH-000,exhibition,69
4,29,24,EXH-000,exhibition,67
4,29,25,EXH-000,exhibition,66
4,29,26,EXH-000,exhibition,65
4,29,27,EXH-000,exhibition,64
4,29,28,EXH-000,exhibition,63
4,29,29,EXH-000,exhibition,63
4,29,31,EXH-000,exhibition,63
4,29,32,EXH-000,exhibition,63
4,29,33,EXH-000,exhibition,63
4,29,34,EXH-000,exhibition,64
4,29,37,EXH-000,exhibition,67
